relative_path,true_label,predicted_label,confidence,routing,repeat,voronoi_ms,voronoi_status,colorwheel_analysis_ms,colorwheel_worker_wall_ms,colorwheel_status,downstream_total_ms,overall_status
mixed/Mixed_03.png,mixed,mixed,0.5517905354499817,voronoi+colorwheel,3,2689.5781999992323,completed,22589.747300000454,25315.69070000114,completed,25279.325499999686,completed
mixed/Mixed_04.png,mixed,mixed,0.9343376755714417,voronoi+colorwheel,1,6690.970100000413,completed,24805.508000001282,27542.01230000035,completed,31496.478100001696,completed
mixed/Mixed_04.png,mixed,mixed,0.9343376755714417,voronoi+colorwheel,2,6431.229899997561,completed,25327.054500001395,28075.963899998897,completed,31758.284399998956,completed
mixed/Mixed_04.png,mixed,mixed,0.9343376755714417,voronoi+colorwheel,3,5870.98380000316,completed,24918.212899996433,27641.22100000168,completed,30789.196699999593,completed
mixed/mixed_05.png,mixed,lines,0.5676323175430298,colorwheel,1,,not_applicable,,120084.73610000146,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
mixed/mixed_05.png,mixed,lines,0.5676323175430298,colorwheel,2,,not_applicable,,120084.67100000053,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
mixed/mixed_05.png,mixed,lines,0.5676323175430298,colorwheel,3,,not_applicable,,120119.16829999973,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
mixed/mixed_06.jpeg,mixed,mixed,0.901093065738678,voronoi+colorwheel,1,26537.207299999864,completed,,120081.55790000092,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,26537.207299999864,partial_or_failed
mixed/mixed_06.jpeg,mixed,mixed,0.901093065738678,voronoi+colorwheel,2,26554.00560000271,completed,,120089.51319999687,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,26554.00560000271,partial_or_failed
mixed/mixed_06.jpeg,mixed,mixed,0.901093065738678,voronoi+colorwheel,3,26218.502899999294,completed,,120084.29329999854,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,26218.502899999294,partial_or_failed
mixed/mixed_07.png,mixed,lines,0.6404964327812195,colorwheel,1,,not_applicable,,120096.75099999731,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
mixed/mixed_07.png,mixed,lines,0.6404964327812195,colorwheel,2,,not_applicable,,120090.99690000221,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
mixed/mixed_07.png,mixed,lines,0.6404964327812195,colorwheel,3,,not_applicable,,120080.08490000066,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,0.0,partial_or_failed
mixed/mixed_08.jpeg,mixed,mixed,0.8115888833999634,voronoi+colorwheel,1,16613.23210000046,completed,,120086.27820000038,timeout: TimeoutExpired: Original ColorWheel exceeded 120.0 seconds.,16613.23210000046,partial_or_failed
